0:3:12|0:3:17|In the alleyway, two little boys walked hand in hand to the entrance of the grocery store.
0:57:38|0:57:43|Zhou Yiqing ran her fingers through her hair, pretending as if nothing had happened.
0:57:43|0:57:55|The man exclaimed as he saw the magazine.
0:57:55|0:57:57|The car stopped, Yiqing said to the man.
0:57:59|0:58:13|Zhou Yiqing handed the money to Xiao Chong, who didn't take the money directly, but gently held Zhou Yiqing's hand.
0:58:13|0:58:20|Zhou Yiqing looked at her affectionately.
0:58:20|0:58:26|For a moment, [Fang Chongyu] calmed down, released his hand and took the money.
0:58:31|0:58:37|[Zhou Yiqing] placed the magazine on the passenger seat.
0:58:37|0:58:45|The man walked to the car door and kindly closed it for her.
0:58:45|0:58:49|After walking a few steps, [Zhou Yiqing] turned back and took another look.
0:58:55|0:59:17|The little bug looked at the backs of the two people, sadly pushed the money aside, picked up the magazine, and wanted to tear it page by page.
0:59:17|0:59:23|Suddenly, he noticed a page in the ultra-marathon book with a drawing of a broken bridge and the words "2 p.m." underneath.
0:59:31|0:59:35|In the afternoon, Fang Chongyu ran to the broken bridge, leaning against the railing and panting heavily.
0:59:43|0:59:57|Wearing a skirt instead of her usual sportswear, [Zhou Yiqing] walks over from the other side of the bridge.
1:0:36|1:0:42|[Zhou Yiqing] took out a paper bag from her bag.
1:1:2|1:1:5|The little bug angrily questioned again.
1:1:21|1:1:23|The bug tore open the paper bag and threw it on the ground.
1:1:49|1:1:51|Even if there was a real danger to his life, he still went for a run.
1:1:56|1:1:59|[Fang Chongyu] stood up and stared at the small bug.
1:2:17|1:2:27|After speaking, [A Xuan] turned his shoulder and quickly walked away, leaving Little Bug stunned. He decided to participate in the ultra marathon.
1:2:27|1:2:34|In the desert, [Fang Chongyu] put on his sunglasses, looked at the endless sand dunes in front of him, and stood firmly at the starting line.
1:2:43|1:2:50|The starting gun goes off, and the contestants cheer as they run towards the finish line.
1:2:50|1:2:58|Under the scorching sun, [Fang Chongyu] runs alone across the vast desert.
1:2:58|1:3:7|Midway, he traveled with the foreigner Charlie, and the two heard the roar of an airplane above their heads, stopping in their tracks to look up.
1:3:7|1:3:10|Charlie raised both arms, excitedly waving towards the sky.
1:3:14|1:3:20|Charlie patted [Fang Chongyu]'s chest, and [Fang Chongyu] followed.
1:3:20|1:3:23|Charlie's wife and daughter have arrived.
1:3:23|1:3:28|They ran towards Charlie as soon as they got off the plane, embracing each other happily.
1:3:28|1:3:37|[Fang Chongyu] quietly walked to the side and took off his equipment.
1:3:37|1:3:37|Fang Chongyu didn't hear it.
1:3:40|1:3:44|The little bug stopped in its tracks and looked back at [Zhou Yiqing].
1:3:44|1:3:56|He rushed over and tightly embraced her.
1:3:56|1:3:58|Fang Chongyu and Zhou Yiqing walked side by side by the salt lake.
1:4:6|1:4:8|[Zhou Yiqing] suddenly found herself facing the small bug walking backwards.
1:4:29|1:4:31|Turning around, [Fang Chongyu] walked in front of the little bug.
1:4:51|1:4:58|The little bug grabbed [Zhou Yiqing]'s hand, gazing at her, and said earnestly.
1:5:17|1:5:23|Li Qing smiled as she took off her backpack and tied up her hair.
1:5:23|1:5:28|The two stood on the same starting line, just like in the competition on the school sports field years ago.
1:5:34|1:5:40|[Zhou Yiqing] stopped after running a few steps, clutching her chest and gasping for breath.
1:5:40|1:5:53|The little bug ran far away, realizing that [Zhou Yiqing] hadn't caught up. He stopped in his tracks and turned around to shout.
1:5:53|1:5:57|Zhou Yiqing smiled as she looked at him.
1:5:57|1:6:0|At the farewell, the bottle was covered with reluctant friends and family.
1:6:2|1:6:16|The little bug reached out his hand to shield the sunlight from her, smoothed her hair behind her ears, and took off his own hat to put on her head.
1:6:16|1:6:27|Caressing the head of the little bug with affection, [Fang Chongyu] brought her close, leaned in, and solemnly kissed her forehead.
1:6:31|1:6:40|After speaking, he mischievously put the hat back on Little Bug's head, the brim covering half of his face.
1:6:40|1:6:46|Someone is urging the little bug.
1:6:56|1:7:1|Previously, Fang Chongyu watched the little bug leave, took a few steps, then stopped.
1:7:7|1:7:24|He put down his backpack, tied up his hair, and ran towards the direction where the little bug had left with all his strength.
1:7:24|1:7:30|He opened his arms wide until he couldn't breathe, covered his chest, and stopped with a smile.
1:7:41|1:7:49|In the church, [Zhou Yiqing] walks towards the groom in a wedding dress, they smile as they watch each other slowly approaching.
1:7:49|1:8:1|Just as they were about to kiss, the insects inside the tent suddenly woke up, revealing that the wedding was just a dream of the insects.
1:8:1|1:8:8|The little bug woke up, breathing heavily, looked up at the night sky, the moon was high, very round, very bright.
1:8:11|1:8:14|The marathon that Fang Chongyu participated in was reported by the TV station.
1:8:14|1:8:21|At the 273-kilometer Grand Canyon Ultra Marathon held in Utah, USA, 150 top runners from various countries gathered at the starting line.
1:8:21|1:8:24|Before the game started, [Fang Chongyu] almost withdrew from the game due to a foot injury.
1:8:29|1:8:31|The two of them are constantly pulling back and forth in the competition.
1:8:35|1:8:42|Dad with an IV drip was both shocked and delighted to see this report, while Xiao Ke was holding his daughter and cheering for Xiao Chong in front of the TV.
1:8:42|1:8:56|In the desert, not a moment of relaxation for the small insects. A female contestant behind the team surpassed Xiao Chong and Charlie, and the two worked hard to overtake the female contestant again. The tug-of-war is still between Xiao Chong and Charlie.
1:8:56|1:9:5|Approaching the finish line, both Fang Chongyu and Zhou Yiqing were feeling a bit exhausted. A Xuan looked at Charlie, whose condition was deteriorating, gritted his teeth, and continued to exert himself.
1:9:12|1:9:17|The little bug stopped in its tracks when it saw Charlie fall to the ground.
1:9:17|1:9:24|The female contestant following closely behind the two of them waved her arms, crossed the finish line first, and the crowd cheered.
1:9:29|1:9:33|Xiao Chong helped [Zhou Yiqing] up and ran forward together.
1:9:33|1:9:34|Xiao Chongyu said to him.
1:9:40|1:9:46|Xiao Chong and [Zhou Yiqing] crossed the finish line with smiles on their faces, embracing tightly.
1:9:46|1:9:51|In the alley, [A Xuan] caught a thief, while the TV in the grocery store was broadcasting the news.
1:9:58|1:10:23|The thief sneaked into the grocery store, [A Xuan] propped up the half-closed anti-theft door of the grocery store and wrestled with the thief. The grocery store owner's wife persuaded [A Xuan] and then punched the thief who was lying on the ground. At this moment, Wang Dalu's interview was playing on the TV.
1:10:52|1:10:55|[A Xuan] saw the news about the little bug on TV.
1:11:17|1:11:19|[A Xuan] focused on watching the news report.
1:11:19|1:11:23|The thief took the opportunity to crawl away from the ground, and [A Xuan] turned around and caught him back.
1:11:43|1:11:47|A Xuan grabbed her hair in pain, squatted on the ground, and cried loudly.
1:11:47|1:11:52|On the TV screen, there is a scene of Xiaochong and Charlie joyfully embracing as they cross the finish line.
1:12:9|1:12:19|The boss sent the boss lady to make tea, she walked over and squatted beside [A Xuan], patting his shoulder to comfort him.
1:12:19|1:12:22|She knew that [A Xuan] was hating herself for not sticking to her dreams.
1:12:25|1:12:53|The coverage of the marathon continues, and Little Bug's dad sees his son waving his arms on TV and bursts into tears of joy. The final score is out, and Little Bug is the world champion.
1:12:56|1:13:9|Dad raised his thumb to celebrate for his son across the screen, while the TV was still playing the record of Little Worm's journey.
1:13:9|1:13:17|Dad trembled as he secretly removed the medical tape and pulled out the intravenous needle, then ran out of the house, exerting all his strength to run on the road.
1:13:18|1:13:29|The elderly man, whose frail body no longer allowed him to run for long, still exerted all his strength to swing his arms, as if he had found his youthful self in that moment.
1:13:29|1:13:38|Dad gasped heavily, jumped up before losing the last bit of strength, fell flat on the ground, and raised his arms shouting loudly.
1:13:47|1:13:51|After the match, Fang Chongyu rushed back home for the first time.
1:13:51|1:13:53|He ran towards the church at the fastest speed.
1:13:53|1:14:3|In the church, the priest is reading the marriage vows.
1:14:6|1:14:10|When he stood still, he realized that the bride was not the one he loved.
1:14:10|1:14:14|Apologizing amidst the puzzled looks of the guests, [Zhou Yiqing] prepared to turn and leave.
1:14:19|1:14:25|The orphanage director sitting in the front row called out to Little Bug, ran over and said a few words to him, and Little Bug nodded.
1:14:30|1:14:34|[Zhou Yiqing] is lying on the hospital bed.
1:14:34|1:14:40|The little bug sat by the bed, holding [Zhou Yiqing]'s hand, gazing at her.
1:14:52|1:14:57|[Zhou Yiqing] hesitated timidly, her voice faltering as she leaned in to listen to the small bug.
1:15:15|1:15:22|Closing his eyes in pain before, when he opened them, they were filled with tears.
1:15:34|1:15:43|[Zhou Yiqing] pulled the little bug closer, struggling to lift her head and press her forehead against the bug's.
1:15:43|1:15:59|After speaking, [Zhou Yiqing] closed her eyes, relaxed her head and hands at the same time, and fell back on the sickbed.
1:15:59|1:16:1|In the small clinic room, [A Xuan] kneels in front of the eccentric doctor.
1:16:3|1:16:7|A Xuan did not agree, and the eccentric doctor shook his head, ordering the bodyguard.
1:16:30|1:16:52|[A Xuan] and the bodyguard wrestled, [A Xuan] took the knife from the bodyguard's hand, rushed forward and held the knife against the neck of the strange doctor, roaring loudly.
1:16:52|1:16:56|Touching on A Xuan's sore spot, he retracted the knife and knelt back down on the ground.
1:17:24|1:17:32|In the hospital, Xiao Chong touched the bed he used to lie on before. Now, it was empty and devoid of any warmth.
1:17:41|1:17:50|[Zhou Yiqing]'s fiancé walked in and handed her a shoebox.
1:18:0|1:18:14|When they were running into a dead end together, A Xuan looked sadly at the red sneakers that had once been worn by him.
1:18:26|1:18:32|The little bug tightly gripped the red shoelaces on the pair of shoes, lowered its head, and burst into tears.
1:18:41|1:18:50|In a dilapidated bathroom, a sinister atmosphere pervades, with the dim yellow light on the ceiling swaying precariously.
1:18:50|1:19:2|[A Xuan] wakes up from unconsciousness, only to find himself lying in a bathtub filled with blood, shirtless.
1:19:2|1:19:6|He knelt up in pain, with a long scar on his waist.
1:19:11|1:19:21|He realized that the quack doctor had already taken his kidney while he was unconscious.
1:19:21|1:19:24|[A Xuan] roared and collapsed weakly.
1:19:24|1:19:38|Thinking of his son and daughter, [Fang Chongyu] gritted his teeth, grabbed the side of the bathtub in pain, exerted all his strength to flip himself out of the bathtub, picked up the clothes draped over the washbasin, pushed open the door, and ran out.
1:19:38|1:19:40|At home, Fang Chongyu is coaxing his daughter to sleep.
1:19:51|1:19:56|[A Xuan] covered the wound, staggered and ran wildly all the way, and finally reached the door of the house and slammed it hard.
1:20:6|1:20:10|No one opened the door for him, so [A Xuan] had to climb in through the window.
1:20:10|1:20:15|He ran to the crib and found his daughter was not inside, thinking that something bad had happened to her.
1:20:15|1:20:27|He grabbed his daughters' clothes and held them tightly, crying loudly. 
1:20:27|1:20:32|At this moment, Xiao Ke pushed the door open and [A Xuan] hugged him tightly.
1:20:32|1:20:35|Xiao Ke was shocked to find blood on [A Xuan]'s body.
1:20:51|1:20:57|It's late at night, Xiao Chong is sitting in the taxi drinking beer.
1:20:57|1:21:5|A Xuan walked over, placed her hand on the car, and bent down to look at the small insect.
1:21:15|1:21:33|[A Xuan] stared at the small bug, which answered with a tone of sadness.
1:21:38|1:21:50|A Xuan climbed onto the hood of the car with an iron rod in hand.
1:21:50|1:21:53|A Xuan forcefully smashes the windshield.
1:22:5|1:22:11|A Xuan kicked the shattered windshield one last time before jumping out of the car and walking away.
1:22:11|1:22:21|She didn't want to see the little bug become like her, losing dreams and living a life of compromise.
1:22:21|1:22:28|During the day, [Fang Chongyu] arrived at the orphanage and saw the director teaching the children how to paint.
1:22:44|1:22:46|[Xiaomi] hugged [Xiaochong].
1:22:50|1:22:58|[Little Bug] looked out and seemed to see the silhouette that used to run in the desert and the silhouette under the setting sun.
1:22:58|1:23:6|One day, [Fang Chongyu] and [A Xuan] sat on the high steps like they did when they were young. [A Xuan] put his arm around [Fang Chongyu] and patted his head.
1:23:14|1:23:19|[Little Worm] removed [A Xuan]'s hand, smiled and replied, and [A Xuan] also smiled and playfully hit him with her hand.
1:23:19|1:23:22|In the desert, [Fang Chongyu] encountered a wounded wolf, which was lying on the ground in pain.
1:23:44|1:23:52|[Fang Chongyu] slowly walked over, determined that there was no danger, and then took out the gauze from the bag to bandage the wolf.
1:23:52|1:24:0|The wolf bit [Little Bug]'s arm in pain.
1:24:0|1:24:3|The wolf seemed to understand what [the little bug] said and relaxed its grip.
1:24:3|1:24:12|After bandaging itself, it licked its wound and remembered the appearance of [the little bug].
1:24:12|1:24:13|The little bug continued to run.
1:24:22|1:24:26|In the hospital, Coach Pan met the family of [A Xuan].
1:24:52|1:24:59|[A Xuan] immediately put away his smile and looked nervously at Coach Pan.
1:24:59|1:25:10|In the desert, a small insect on the airport road takes the opportunity while the camp owner goes inside to grab something, and stuffs the food outside into its mouth.
1:25:14|1:25:20|The little bug hastily grabbed the food and ran away, while the owner shot at him with a gun, causing the bug to fall to the ground.
1:25:23|1:25:37|In the hospital, [Zhou Yiqing] lay on the hospital bed, watching the TV report and shedding tears.
1:25:37|1:25:48|Fang Chongyu, dressed in a white coat, hurriedly walked in and turned off the TV, sitting on the edge of the bed.
1:25:55|1:26:2|Coach Pan brought [A Xuan] to visit, and Coach Pan said to her former fiancé.
1:26:2|1:26:16|Fang Chongyu's ex-fiancé followed [A Xuan] to the outside of the ward, where [A Xuan] grabbed his collar and questioned him aggressively.
1:26:16|1:26:20|Fang Chongyu's ex-fiancé showed his identification to [A Xuan].
1:27:6|1:27:20|Coach Pan and [A Xuan] secretly pushed the empty hospital bed away while the medical staff were not paying attention.
1:27:22|1:27:25|[A Xuan] knocks him down to the ground.
1:27:30|1:27:40|A doctor came over and [A Xuan] forced the doctor to reveal the location of the heart, then drove with the engine to find the eccentric doctor.
1:27:40|1:27:50|In the consultation room, the female assistant handed a grape to the eccentric doctor, but he waved it away and didn't eat it.
1:27:50|1:27:57|Drinking water, suddenly [A Xuan] kicked open the door, pushed the bodyguard aside, threw the money to the side, and said to the strange doctor,
1:28:3|1:28:9|A Xuan pushed Yiqing in, she wanted to use the money to have the strange doctor help Yiqing change her heart.
1:28:9|1:28:15|The eccentric doctor changed into surgical scrubs, connected the equipment, and prepared to start the surgery.
1:28:35|1:28:44|A Xuan is equipped and ready to confront the police's armed search, buying time for the previous surgery.
1:28:44|1:28:53|Staring at the dark end of the corridor, the light from the police flashlight was getting closer. He pushed the abandoned hospital bed with all his strength towards the opposite side, hoping to delay the police as long as possible.
1:28:55|1:29:1|In the desert, the wounded Fang Chongyu, tied up and facing a gun, grits his teeth and stands up, using his feet to fight back.
1:29:1|1:29:5|[Ma Dongmei] was tied up, only able to fight with her feet and arms.
1:29:5|1:29:12|Due to the heavy blows and long-distance running, the little bug, whose energy was already running out, was quickly knocked down by the two strong men on the other side.
1:29:12|1:29:15|Outside the healing chamber, [A Xuan] is alone fighting against the police.
1:29:15|1:29:29|In the dim and narrow corridor, [A Xuan] picked up a stick, knocked down the person in front of him, then grabbed the door frame with both hands and jumped up. Taking advantage of the height, the wolf that saved the small insect in the back desert suddenly rushed over and bit off the rope tied to the small insect's hands. It roared angrily at the opponent next to the small insect and fought side by side with the small insect.
1:29:55|1:30:1|The person with the gun fired several shots at the wolf.
1:30:1|1:30:8|Fang Chongyu rushes over to knock the gun out of the other person's hand and engages in hand-to-hand combat after temporarily subduing the other person.
1:30:8|1:30:16|With the help of the wolf, the opponent was driven away.
1:30:16|1:30:22|In the consultation room, [A Xuan] pushed hard against the door, but the police force was too strong. They broke in with guns and subdued [A Xuan].
1:30:27|1:30:36|Beside the desert camp, the little bug talks to the wolf.
1:30:42|1:30:48|The wolf ran far away, and the little bug watched as the wolf howled at the sky on a distant sand dune.
1:30:58|1:31:15|In the consultation room, the eccentric doctor was also handcuffed, and the patient undergoing surgery stopped breathing.
1:31:15|1:31:18|After running through the desert, they arrived at the boundless grassland.
1:31:41|1:31:43|The orphanage has been receiving more and more donations.
1:31:45|1:31:58|The little bug ran to the Tibetan area, next to the prayer flags of five colors, with the image of Fang Chongyu's affectionate smile flashing in its mind.
1:31:58|1:32:2|Princess Wencheng, who went to Tibet for marriage, stood tall in a statue beside.
1:32:9|1:32:19|At night, as he crawled over the hill with his hands and feet, what gave him strength in his weakest moment was also the gentle smile of [Zhou Yiqing].
1:32:19|1:32:22|He seems to be watching the little bug from a high place, waiting for it to catch up.
1:32:27|1:32:28|Xiaomi looked into the distance and said.
1:32:57|1:33:2|The eagle soars in the sky, while the insects run on the vast land of blooming rapeseed flowers.
1:33:6|1:33:19|Not running to win anyone, as he ran, the little bug seemed to see the figure that used to stroll in the rapeseed field.
1:33:23|1:33:29|The scenery of Yanhu Lake is picturesque, but everything has changed.
1:33:29|1:33:36|The little bug ran and saw the silhouette of the dragonfly by the rock lake, quietly watching the lake.
1:33:36|1:33:43|The little bug stopped in its tracks, paused for a moment, then rushed into the water, but the dragonfly standing there had disappeared.
1:33:45|1:33:56|The little bug was forced to face reality, staring at the empty air, squatting down in pain, lowering its head, and gasping heavily. 
1:33:56|1:34:2|On the clear water surface, it seemed to see the reflection of [Zhou Yiqing] again.
1:34:2|1:34:8|It slowly stood up and found [Zhou Yiqing] standing not far away, staring at it.
1:34:11|1:34:25|[Zhou Yiqing] smiled gently, walked towards him step by step, reached out to touch his cheek, and planted a kiss on his forehead.
1:34:25|1:34:28|Their foreheads were pressed together, just like in the old days.
1:34:35|1:34:44|Perhaps for the little bug, running really can take him through time and see the smile of his loved one again.
1:34:44|1:34:54|In the memory, [Zhou Yiqing] joyfully runs in the desert, smiling and waving at him to hurry up and catch up.
1:34:54|1:35:1|When Xiaochong fell, [Zhou Yiqing] was always just a step away, bending down to reach out a hand to him.
1:35:12|1:35:22|Under the setting sun, a small insect once again climbs up the sand dune, the road stretching endlessly ahead, leading towards the direction of dreams.
1:35:22|1:35:30|Night falls, and someone has turned into a star guarding its journey, vast starry sky, love and dreams, wishing it eternal.
1:35:36|1:35:49|Our movie ends here, thank you for listening. The audio commentary of this film is produced by the Communication University of China. Don't rush to leave, there is a post-credits scene.
1:38:2|1:38:5|In the year , the 12th personal album "Twelve Constellations" of [Fang Chongyu] was officially released.
